	restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	facilitiesServices	creditCards	phoneNumber	website	latitude	logitude	description_filtered
1197	Retroscena	largo del Teatro 3	Porto San Giorgio	63822	ITA	Marche	€€€€	Creative, Contemporary	Air conditioning, Counter dining, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0734 302138	https://retroscena-ristorante.com/	43.1799835	13.7928865	one interest michelin-star restaur region situat among hous brick façad porto san giorgio ’ charm histor centr restaur tabl eleg minimalist-styl dine room focus food attent guest also drawn open-view kitchen team led richard abou zaki prepar remark often excit dish although young yet highli experienc chef ’ cuisin reveal influenc time spent modena part dish origin personalis imagin
1198	Signore te ne ringrazi	via Pescheria Vecchia 26	Macerata	62100	ITA	Marche	€€	Cuisine from the Marches, Creative	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0733 222273	http://signoreteneringrazi.it	43.3005511	13.454439	restaur charm histor centr macerata chef michel biagiola serv dish inspir rural culinari tradit herb gather field nearbi featur recip elabor gourmet cuisin serv lunchtim even menu focus simpler less expens fare
1199	Tenne Lodges	strada Racines di Dentro 51	Colle	39040	ITA	Trentino-South Tyrol	€€€	Alpine, Contemporary	Car park, Wheelchair access	Amex, Mastercard, Visa	+39 0472 433300	https://www.tenne-suedtirol.com/it/gastronomia-culinario/ristorante	46.8648828	11.3068524	situat near ski slope gourmethotel tenn lodg restaur decor profus wood larg dine room backdrop delici modern cuisin region focu yet also influenc chef ’ profession experi around world excel wine list offer plenti choic plu stone wine cellar make charm set pre-dinn drink
1200	Terra The Magic Place	località Prati 21	Sarentino	39058	ITA	Trentino-South Tyrol	€€€€	Creative, Regional Cuisine	Car park, Garden or park, Interesting wine list	Amex, Mastercard, Visa	+39 0471 623055	https://www.terra.place/	46.6521107	11.3221975	end long uphil road wood terra magic place fairy-tal landscap enjoy romant refin atmospher combin tradit wood modern element wine cellar suspend room patron heinrich schneider becom great chef start self taught studi applic togeth great love attach mountain rest gastronom experi offer singl organ tast menu good pace enjoy littl masterpiec aesthet tast local sourc beef splendid doubl tast base brais meat glaze garbanzo bean stellaria liquid gnocchi potato charcoal-gril tenderloin glaze spice pimpernel oil scorzonera wine need trust complet list alcohol-fre wine enthusiast expertis gisela chef 's sister rather isol posit may like take advantag exclus privat resort complet truli uniqu experi
1201	Vignamare	strada Castello, 20 - Colla Micheri	Andora	17051	ITA	Liguria	€€€€	Modern Cuisine, Farm to table	Air conditioning, Car park, Great view, Terrace	Amex, Mastercard, Visa	+39 351 713 5050	https://www.peqagri.it/pages/ristorante-vignamare	43.9729346	8.150574	andora head uphil along wind road leav car car park follow path vineyard get restaur meal serv either panoram terrac fine weather indoor modern wood-furnish dine room wherev choos region influenc cuisin often focu veget extraordinari mani ingredi grown produc properti three tast menu variou length showcas ligurian cuisin similarli wine sourc exclus restaur ’ estat
1202	Vini da Gigio	calle Stua Cannaregio, sestiere Cannaregio 3628	Venice	30121	ITA	Veneto	€€	Venetian, Traditional Cuisine	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 041 528 5140	https://www.vinidagigio.com/	45.4419797	12.3337217	district cannaregio rustic environ inform servic inn see kitchen offer fish meat dish good choic wine
1203	Abraxas Osteria	via Scalandrone 15, località Lucrino	Pozzuoli	80078	ITA	Campania	€€	Campanian	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 081 854 9347	https://www.abraxasosteria.it	40.832253	14.070577	situat inland slightli higher altitud coast restaur two floor focus attent region cuisin wine list good valu money although spend bit ’ worth choos one grill meat option
1204	Bianca sul Lago	via Dante Alighieri 18	Oggiono	23848	ITA	Lombardy	€€€€	Creative, Mediterranean Cuisine	Air conditioning, Car park, Wheelchair access	Amex, Mastercard, Visa	+39 0341 183 1110	https://biancarelais.com/bianca-sul-lago/	45.8000413	9.355424	hous smart hotel modern minimalist-styl restaur boast larg pictur window allow guest enjoy beauti sunset region either dine room perhap sip aperitif loung bar new chef serv contemporari mediterranean cuisin occasion intern influenc creativ flair enhanc expertli appli modern techniqu good wine select
1205	Bino	via Ambrogio Aonzo 31r	Savona	17100	ITA	Liguria	€€	Country cooking, Contemporary	Air conditioning, Terrace, Wheelchair access	Mastercard, Visa	+39 019 528 1517		44.3081678	8.4824464	situat histor centr near ceram museum piec also display restaur bino ricchebuono boast attract outdoor space charm small squar michelin-star chef ricchebuono noli brain behind restaur serv fish meat dish prepar touch creativ
1206	Burjè 1968	str. Burje 11	Corvara in Badia	39033	ITA	Trentino-South Tyrol	€€€	Contemporary	Interesting wine list, Wheelchair access	Mastercard, Visa	+39 0471 836043	http://www.burje1968.it	46.5478163	11.8724653	ambiti italian cuisin includ dish inspir french tradit creativ prepar occasion use exot ingredi ’ problem choos à la cart opt 5- 7- cours tast menu
1207	Casu Osteria Contemporanea	corso Italia 294	Giarre	95014	ITA	Sicily	€€	Sicilian, Modern Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 380 862 2848	https://www.mariocasu.it/	37.7292736	15.1934203	situat giarr ’ main street small simpl restaur tabl inform atmospher menu offer small select reason price dish focu sicilian cuisin made top-qual ingredi guarante delici flavour
1208	Cortile Pepe	via Nicola Botta 15	Cefalu	90015	ITA	Sicily	€€€	Modern Cuisine, Country cooking	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0921 421630	https://www.cortilepepe.it	38.0387336	14.0215432	situat among narrow street histor centr stone ’ throw cathedr sea restaur boast dine room old vault ceil attract outdoor space chef plenti experi work michelin-star restaur serv region cuisin reinterpret eleg modern touch result precis colour beauti present dish attent friendli welcom servic
1209	De Gustibus	via Martiri della Libertà 9	Chieri	10023	ITA	Piedmont	€€	Mediterranean Cuisine, Modern Cuisine	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 011 940 0713	http://www.degustibuschieri.it	45.0073562	7.8222492	enjoy modern mediterranean-influenc cuisin eleg restaur attract vintage-styl ambienc excel menu announc tabl vari accord daili avail friendli attent servic
1210	De' Minimi	contrada Paola 6	Tropea	89861	ITA	Calabria	€€€	Calabrian, Contemporary	Air conditioning, Car park, Garden or park	Amex, Mastercard, Visa	+39 0963 62370	https://deminimi.com/	38.6765326	15.9059125	situat within beauti villa paola hotel outsid tropea gourmet restaur name frati minimi order minim occupi old monasteri cuisin modern occasion creativ especi à la cart dish meat fish prepar best calabrian ingredi includ mani veget citru fruit grown properti small wine list also region focu complement choic cocktail serv bar
1211	Deste	piazza Rudalza 6	Porto Rotondo	7026	ITA	Sardinia	€€€€	Italian Contemporary	Great view, Terrace	Amex, Mastercard, Visa	+39 393 260 7600	https://desterestaurant.it/	41.0285499	9.5422852	set back slightli port restaur boast stun view terrac highli recommend fine weather culinari focu modern dish interest choic meat fish option tea kombucha offer altern wine home-produc gin definit worth sampl
1212	Enoteca La Torre	lungotevere delle Armi 22/23	Rome	195	ITA	Lazio	€€€€	Mediterranean Cuisine, Creative	Air conditioning, Garden or park, Interesting wine list	Amex, Mastercard, Visa	+39 06 4566 8304	https://villalaetitia.enotecalatorre.group/ristorante/	41.916491	12.4693268	situat within aristocrat hotel villa laetitia fine architectur date 1911 restaur occupi magnific dine room adorn stucco column splendid window overlook exclus garden – perfect set special occas chef domenico stile forgotten nativ campania featur mani dish tarallo cracker baba dessert alongsid creativ influenc itali afield
1213	Henri Restaurant	viale Ugo Foscolo 10	Viareggio	55049	ITA	Tuscany	€€€€	Italian Contemporary	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0584 841192	https://henrirestaurant.it	43.8683192	10.2447506	name restaur refer owner henri prosperi return belov viareggio 2021. accomplish maîtr anoth era introduc charm profession daughter serena ’ dish fine balanc classic modern flavour occasion french influenc chef ’ menu featur meat fish dish firm focu luxuri ingredi true wine list includ renown label petru sassicaia well best french italian sparkl wine welcom back henri
1214	Il Bikini	SS 145 Sorrentina km 13,900	Vico Equense	80069	ITA	Campania	€€€	Seafood	Air conditioning, Car park, Garden or park, Great view, Terrace	Amex, Mastercard, Visa	+39 081 1984 0029	https://www.ilbikini.com/	40.678535	14.437112	mediterranean style restaur surround small outdoor terrac stand slightli beach club name elev posit give stun view guest enjoy savour top qualiti meat fish dish menu
1215	Il Portolano	via Molara 11	Porto San Paolo	7020	ITA	Sardinia	€€€	Seafood, Mediterranean Cuisine	Great view, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0789 40670	https://www.ristoranteilportolano.it/	40.8799943	9.6356984	simpl restaur right seafront face island tavolara run highli experienc coupl work alongsid excel chef creat modern cuisin best fish region well offer local meat dish reserv highli recommend summer larg outdoor panoram terrac alway teem custom
1216	Il Rivale in Città	via Antonio Gramsci 10	Brescia	25122	ITA	Lombardy	€€€	Italian Contemporary		Amex, Mastercard, Visa	+39 030 636 5984	https://ilrivale.it/rivale-in-citta/	45.5364088	10.2187291	situat beauti 18c palazzo right centr brescia eleg restaur consist sever small dine room differ colour fabric furnish yet histor atmospher – room one tabl truli intim cuisin featur substanti recip contemporari italian flavour includ top-qual option potato puff pastri scampi caviar hazelnut cream one highlight new formula wooden dessert trolley select tempt home-mad delicaci present wine list easili consult tablet also impress particular focu label nearbi franciacorta
1217	Incàlmo	viale Rimembranze 1	Este	35042	ITA	Veneto	€€€	Contemporary	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0429 176 1472	https://www.incalmoristorante.com	45.2305496	11.6594581	“ clean ” almost naiv dish full clear defin flavour take centre-stag incàlmo cuisin distinctli unfussi unnecessari frill result ingredi clearli recognis way prepar allow guest focu contrast textur flavour chef ’ view “ one element stand ’ probabl bitter flavour enjoy play ” say chef “ time balanc element also prioritis use veget ”
1218	Kohaku	via Marche 66	Rome	187	ITA	Lazio	€€	Japanese Contemporary	Notable sake list	Amex, Mastercard, Visa	+39 06 4566 5202	https://www.kohakurome.com/	41.9088815	12.4902485	magic step threshold restaur feel though japan thank soft music eleg ambienc stylish decor japanes kaiseki dish take pride place made season ingredi real respect integr particularli enjoy duck miso cook low heat eight hour interest sake select lighter menu lunchtim add appeal
1219	La Ciambella	via dell'Arco della Ciambella 20	Rome	186	ITA	Lazio	€€€	Roman, Italian	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 06 683 2930	https://www.la-ciambella.it	41.8968476	12.4769553	origin testaccio district rome histor associ butcher ’ shop chef francesca ciucci serv best meat dish italian capit includ offal sweetbread delici roman-styl tripe dish reinterpret “ coda carrozza ” oxtail recip meat dish often creativ twist take centr stage offer delight gastronom experi miss
1220	Mirabelle	via di Porta Pinciana 14	Rome	187	ITA	Lazio	€€€€	Italian Contemporary	Air conditioning, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 06 4216 8838	https://www.mirabelle.it	41.9078782	12.4867135	without shadow doubt view rome restaur situat penultim floor thesplendid royalhotel equal villa medici trinità dei monti st peter ’ gianicolo way enjoy better view head floor hotel ’ new adèl loung bar aperitif after-dinn drink excel servic especi even modern yet tradit influenc cuisin make one rome ’ best fine-din restaur
1221	Su Gologone	Località Su Gologone	Oliena	8025	ITA	Sardinia	€€	Sardinian, Traditional Cuisine	Air conditioning, Car park, Garden or park, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0784 287512	https://www.sugologone.it/ristorante-tipico.html	40.2899704	9.4893376	difficult choos three delight room restaur one huge fireplac use roast famou porceddu suckl pig anoth intim style dedic well-known ceramist third adorn work sardinian artist whichev choos ’ enjoy tradit cuisin inland sardinia option dine panoram terrac overlook vineyard oliv grove fine weather hous special includ suckl pig roast spit maccaron de busa pasta culurgion type ravioli
